insert_date,co2x,o2xx,temp,humi,sensor_name
8/19/2022 17:36,1034.38,20.99367,28.74647,42.36908,test                          
8/19/2022 17:41,1049.013,20.99367,29.10162,42.97638,test                          
8/19/2022 17:46,1073.699,20.99144,29.36866,45.16144,test                          
8/19/2022 17:51,1094.598,20.98787,29.51286,45.21484,test                          
8/19/2022 17:56,1144.977,20.98787,29.66773,45.79315,test                          
8/19/2022 18:01,1181.738,20.99144,29.80927,46.37299,test                          
8/19/2022 18:06,1216.11,20.98787,29.93477,46.87805,test                          
8/19/2022 18:11,1259.472,20.98787,30.04959,47.49908,test                          
8/19/2022 18:16,1296.502,20.98787,30.13504,48.01331,test                          
8/19/2022 18:21,1267.716,20.99144,30.23384,49.62921,test                          
8/19/2022 18:27,1180.002,20.99144,30.35935,52.44293,test                          
8/19/2022 18:32,1154.509,20.99144,30.35935,53.19977,test                          
8/19/2022 18:37,926.2486,20.99366,30.40208,54.93011,test                          
8/19/2022 18:42,723.2649,20.99724,30.40208,57.28607,test                          
8/19/2022 18:47,771.6806,21.00437,30.38872,57.47986,test                          
8/19/2022 18:52,683.3384,21.00437,30.40208,58.51288,test                          
8/19/2022 18:57,629.805,21.01151,30.41543,57.61566,test                          
8/19/2022 19:02,683.8129,21.01864,30.45815,57.08923,test                          
8/19/2022 19:07,616.7713,21.02578,30.48753,58.29926,test                          
8/19/2022 19:12,635.3854,21.03291,30.50088,57.28149,test                          
8/19/2022 19:17,560.0039,21.04005,30.5169,60.5835,test                          
8/19/2022 19:23,599.5268,21.04719,30.50088,58.80127,test                          
8/19/2022 19:28,584.5095,21.05076,30.55962,60.02808,test                          
8/19/2022 19:33,587.6788,21.05432,30.54627,59.46045,test                          
8/19/2022 19:38,571.0003,21.05432,30.54627,60.49194,test                          
8/19/2022 19:43,560.1391,21.05789,30.53292,61.25641,test                          
8/19/2022 19:48,544.7819,21.05789,30.53292,59.83734,test                          
8/19/2022 19:53,552.2688,21.05789,30.54627,62.03308,test                          
8/19/2022 19:58,546.8489,21.05789,30.54627,61.84998,test                          
8/19/2022 20:04,539.536,21.05789,30.53292,61.12823,test                          
8/19/2022 20:09,539.0229,21.05789,30.60235,61.44409,test                          
8/19/2022 20:14,564.3481,21.05789,30.64507,62.66174,test                          
8/19/2022 20:19,632.2896,21.05432,30.65842,61.89117,test                          
8/19/2022 20:24,659.1125,21.05076,30.7145,61.94153,test                          
8/19/2022 20:29,677.8863,21.04719,30.79996,62.0285,test                          
8/19/2022 20:34,698.2301,21.04719,30.79996,62.323,test                          
8/19/2022 20:39,704.0238,21.04362,30.85603,62.44507,test                          
8/19/2022 20:44,720.6432,21.04005,30.86939,62.33521,test                          
